60	 96
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
252	1.04	2.86	0	0.036	230	508	101.15	0.032	-0.360	0.491	 -0.003	 -0.003	 0.509	
253	1.04	3.12	0	0.064	201	556	71.67	-0.484	0.225	0.487	 0.010	 0.010	 0.513	
254	1.04	3.38	0	0.095	223	456	114.01	-0.361	-0.860	0.483	 -0.019	 -0.019	 0.517	
255	1.04	3.64	0	0.026	237	619	128.50	0.311	0.657	0.499	 -0.006	 -0.006	 0.501	
256	1.04	3.90	0	0.010	208	445	56.77	0.677	0.051	0.505	 -0.013	 -0.013	 0.495	
257	1.04	4.16	0	0.084	196	413	128.00	0.266	-0.470	0.495	 -0.021	 -0.021	 0.505	
258	1.04	4.42	0	0.076	192	450	119.10	0.871	0.855	0.490	 -0.017	 -0.017	 0.510	
259	1.04	4.68	0	0.062	236	584	91.64	0.237	0.564	0.484	 -0.001	 -0.001	 0.516	
260	1.04	4.94	0	0.096	193	462	109.13	0.294	-0.097	0.480	 -0.016	 -0.016	 0.520	
261	1.04	5.20	0	0.068	203	453	128.47	0.033	-0.770	0.496	 -0.017	 -0.017	 0.504	
262	1.04	5.46	0	0.061	199	450	97.57	0.500	0.419	0.485	 -0.004	 -0.004	 0.515	
263	1.04	5.72	0	0.011	182	491	60.49	0.276	-0.550	0.499	 0.002	 0.002	 0.501	
264	1.04	5.98	0	0.078	200	430	123.71	0.566	0.431	0.492	 -0.019	 -0.019	 0.508	
265	1.04	6.24	0	0.010	212	551	66.59	0.612	-0.237	0.513	 -0.013	 -0.013	 0.487	
266	1.04	6.50	0	0.039	189	416	108.68	-0.092	-1.157	0.492	 -0.006	 -0.006	 0.508	
267	1.04	6.76	0	0.044	193	453	102.36	0.284	-0.257	0.490	 -0.005	 -0.005	 0.510	
268	1.04	7.02	0	0.113	173	389	126.59	0.641	-0.624	0.491	 -0.029	 -0.029	 0.509	
269	1.04	7.28	0	0.010	228	481	134.59	0.228	-0.274	0.500	 0.005	 0.005	 0.500	
270	1.04	7.54	0	0.069	220	434	119.45	0.062	-0.714	0.491	 -0.015	 -0.015	 0.509	
271	1.04	7.80	0	0.082	219	500	113.39	-0.032	-0.574	0.485	 -0.016	 -0.016	 0.515	
272	1.04	8.06	0	0.064	202	426	116.04	-0.063	-0.891	0.490	 -0.013	 -0.013	 0.510	
273	1.04	8.32	0	0.115	200	490	95.93	-0.225	-0.722	0.470	 -0.006	 -0.006	 0.530	
274	1.04	8.58	0	0.062	190	473	120.58	0.003	-0.954	0.492	 -0.014	 -0.014	 0.508	
275	1.04	8.84	0	0.086	226	510	108.95	0.481	0.916	0.482	 -0.014	 -0.014	 0.518	
276	1.04	9.10	0	0.083	219	503	105.19	0.211	0.175	0.481	 -0.011	 -0.011	 0.519	
277	1.04	9.36	0	0.064	241	505	110.81	0.251	-0.230	0.488	 -0.011	 -0.011	 0.512	
278	1.04	9.62	0	0.068	223	508	109.60	0.504	1.057	0.486	 -0.011	 -0.011	 0.514	
279	1.04	9.88	0	0.059	224	465	120.30	0.024	-0.735	0.492	 -0.013	 -0.013	 0.508	
280	1.04	10.14	0	0.022	192	427	94.20	-0.292	-0.697	0.494	 -0.001	 -0.001	 0.506	
281	1.04	10.40	0	0.083	229	522	109.00	0.196	-0.007	0.483	 -0.013	 -0.013	 0.517	
282	1.04	10.66	0	0.066	244	509	113.22	0.030	-0.764	0.488	 -0.012	 -0.012	 0.512	
283	1.04	10.92	0	0.035	245	538	60.77	0.048	0.180	0.495	 0.008	 0.008	 0.505	
284	1.04	11.18	0	0.069	191	526	101.42	0.531	0.798	0.484	 -0.007	 -0.007	 0.516	
285	1.04	11.44	0	0.048	230	477	96.79	-0.323	-0.094	0.488	 -0.003	 -0.003	 0.512	
286	1.04	11.70	0	0.084	252	515	114.98	-0.024	-0.579	0.486	 -0.017	 -0.017	 0.514	
287	1.04	11.96	0	0.023	253	516	99.55	0.311	-0.675	0.495	 -0.002	 -0.002	 0.505	
288	1.04	12.22	0	0.048	244	509	102.71	0.661	0.905	0.489	 -0.005	 -0.005	 0.511	
289	1.04	12.48	0	0.010	231	452	47.41	0.050	-1.140	0.500	 -0.005	 -0.005	 0.500	
290	1.04	12.74	0	0.067	235	497	88.36	-0.007	-0.439	0.483	 0.001	 0.001	 0.517	
291	1.04	13.00	0	0.026	237	444	114.86	-0.259	-0.686	0.496	 -0.005	 -0.005	 0.504	
292	1.04	13.26	0	0.030	248	456	128.63	0.147	-0.684	0.498	 -0.007	 -0.007	 0.502	
293	1.04	13.52	0	0.038	242	468	107.89	0.066	-0.514	0.492	 -0.006	 -0.006	 0.508	
294	1.04	13.78	0	0.010	247	464	59.22	0.074	-0.734	0.501	 -0.002	 -0.002	 0.499	
295	1.04	14.04	0	0.035	237	463	110.64	0.111	-0.746	0.493	 -0.006	 -0.006	 0.507	
296	1.04	14.30	0	0.048	231	518	114.41	0.297	-0.650	0.492	 -0.009	 -0.009	 0.508	
297	1.04	14.56	0	0.103	234	598	121.84	0.431	-0.042	0.488	 -0.024	 -0.024	 0.512	
298	1.04	14.82	0	0.038	220	482	113.13	0.232	-0.473	0.493	 -0.007	 -0.007	 0.507	
299	1.04	15.08	0	0.041	216	478	121.24	0.460	-0.549	0.495	 -0.009	 -0.009	 0.505	
300	1.04	15.34	0	0.041	234	500	112.94	0.060	-0.347	0.493	 -0.008	 -0.008	 0.507	
301	1.30	0.00	0	0.079	214	457	124.29	-0.078	-0.849	0.492	 -0.019	 -0.019	 0.508	
302	1.30	0.26	0	0.054	218	400	130.76	0.069	-1.258	0.498	 -0.014	 -0.014	 0.502	
303	1.30	0.52	0	0.091	225	547	124.85	-0.012	-0.555	0.492	 -0.022	 -0.022	 0.508	
304	1.30	0.78	0	0.103	181	422	127.80	0.516	-0.761	0.493	 -0.026	 -0.026	 0.507	
305	1.30	1.04	0	0.084	199	435	124.89	0.167	-0.855	0.492	 -0.021	 -0.021	 0.508	
306	1.30	1.30	0	0.078	230	410	92.98	-0.433	-0.643	0.480	 -0.002	 -0.002	 0.520	
307	1.30	1.56	0	0.055	216	514	97.00	-0.473	-0.319	0.486	 -0.003	 -0.003	 0.514	
308	1.30	1.82	0	0.010	264	635	51.40	0.840	0.750	0.502	 -0.007	 -0.007	 0.498	
309	1.30	2.08	0	0.075	223	423	99.70	-0.699	-0.361	0.482	 -0.006	 -0.006	 0.518	
310	1.30	2.34	0	0.070	217	584	93.48	1.114	2.127	0.482	 -0.002	 -0.002	 0.518	
311	1.30	2.60	0	0.071	216	449	128.39	0.274	-0.686	0.496	 -0.018	 -0.018	 0.504	
312	1.30	2.86	0	0.010	202	437	46.91	0.223	-0.733	0.501	 -0.014	 -0.014	 0.499	
313	1.30	3.12	0	0.055	214	561	125.75	0.599	0.145	0.495	 -0.013	 -0.013	 0.505	
314	1.30	3.38	0	0.030	196	452	89.20	0.386	-0.622	0.492	 0.000	 0.000	 0.508	
315	1.30	3.64	0	0.110	182	396	125.55	0.493	-0.777	0.491	 -0.027	 -0.027	 0.509	
316	1.30	3.90	0	0.037	202	599	54.73	-0.303	-0.026	0.497	 0.009	 0.009	 0.503	
317	1.30	4.16	0	0.035	201	451	125.78	0.367	0.007	0.497	 -0.009	 -0.009	 0.503	
318	1.30	4.42	0	0.094	193	498	133.37	0.366	-0.171	0.499	 -0.025	 -0.025	 0.501	
319	1.30	4.68	0	0.061	207	472	97.85	0.259	1.391	0.485	 -0.004	 -0.004	 0.515	
320	1.30	4.94	0	0.091	225	548	107.04	0.651	1.148	0.480	 -0.013	 -0.013	 0.520	
321	1.30	5.20	0	0.074	212	447	116.36	-0.207	-0.590	0.488	 -0.015	 -0.015	 0.512	
322	1.30	5.46	0	0.062	204	446	115.14	0.232	-0.025	0.490	 -0.012	 -0.012	 0.510	
323	1.30	5.72	0	0.079	205	512	124.38	0.718	0.598	0.493	 -0.019	 -0.019	 0.507	
324	1.30	5.98	0	0.082	204	447	134.64	0.009	-1.024	0.500	 -0.021	 -0.021	 0.500	
325	1.30	6.24	0	0.058	226	515	123.50	-0.008	-0.364	0.494	 -0.014	 -0.014	 0.506	
326	1.30	6.50	0	0.030	196	468	111.98	0.356	-0.154	0.495	 -0.005	 -0.005	 0.505	
327	1.30	6.76	0	0.080	209	489	126.85	0.107	-0.691	0.494	 -0.020	 -0.020	 0.506	
328	1.30	7.02	0	0.072	198	622	102.54	1.506	3.614	0.483	 -0.008	 -0.008	 0.517	
329	1.30	7.28	0	0.027	163	657	53.22	0.565	0.064	0.498	 0.007	 0.007	 0.502	
330	1.30	7.54	0	0.080	233	519	110.73	-0.103	-0.631	0.484	 -0.014	 -0.014	 0.516	
331	1.30	7.80	0	0.058	198	399	112.29	-0.168	-0.882	0.489	 -0.011	 -0.011	 0.511	
332	1.30	8.06	0	0.058	205	433	114.28	-0.043	-0.713	0.490	 -0.011	 -0.011	 0.510	
333	1.30	8.32	0	0.076	166	380	112.60	0.407	-0.980	0.486	 -0.014	 -0.014	 0.514	
334	1.30	8.58	0	0.075	211	518	104.56	0.674	1.158	0.483	 -0.009	 -0.009	 0.517	
335	1.30	8.84	0	0.076	220	477	111.06	-0.133	-0.606	0.485	 -0.013	 -0.013	 0.515	
336	1.30	9.10	0	0.078	225	508	111.58	0.253	-0.388	0.485	 -0.014	 -0.014	 0.515	
337	1.30	9.36	0	0.087	238	556	109.88	0.614	0.768	0.482	 -0.015	 -0.015	 0.518	
338	1.30	9.62	0	0.064	234	521	102.03	0.714	1.318	0.485	 -0.007	 -0.007	 0.515	
339	1.30	9.88	0	0.042	196	421	103.75	-0.186	-1.058	0.491	 -0.005	 -0.005	 0.509	
340	1.30	10.14	0	0.066	226	474	110.98	-0.069	-0.606	0.487	 -0.011	 -0.011	 0.513	
341	1.30	10.40	0	0.067	221	467	109.45	-0.044	-0.566	0.487	 -0.011	 -0.011	 0.513	
342	1.30	10.66	0	0.010	280	523	115.26	0.262	-0.535	0.503	 0.004	 0.004	 0.497	
343	1.30	10.92	1	0.331	683	2373	57.02	0.411	-1.347	0.460	 0.090	 0.090	 0.540	
344	1.30	11.18	0	0.072	341	574	80.69	0.341	0.134	0.482	 0.006	 0.006	 0.518	
345	1.30	11.44	1	0.315	1676	11752	102.99	0.577	-0.863	0.416	 -0.041	 -0.041	 0.584	
346	1.30	11.70	0	0.111	373	824	87.95	0.496	-0.441	0.471	 0.002	 0.002	 0.529	
347	1.30	11.96	0	0.064	260	553	104.54	0.607	0.488	0.486	 -0.008	 -0.008	 0.514	
348	1.30	12.22	0	0.010	244	482	52.71	-0.273	-1.243	0.501	 -0.004	 -0.004	 0.499	
349	1.30	12.48	0	0.003	263	512	68.90	0.301	-0.783	0.499	 0.001	 0.001	 0.501	
350	1.30	12.74	0	0.010	293	789	100.10	0.794	0.096	0.530	 0.011	 0.011	 0.470	
351	1.30	13.00	1	0.728	517	16694	11.73	2.084	3.404	0.763	 0.114	 0.114	 0.237	
352	1.30	13.26	1	0.484	1352	9197	34.42	1.065	-0.307	0.558	 0.149	 0.149	 0.442	
353	1.30	13.52	1	0.394	527	3242	53.47	1.710	1.884	0.464	 0.117	 0.117	 0.536	
354	1.30	13.78	1	0.564	721	8666	33.83	0.659	-0.759	0.575	 0.182	 0.182	 0.425	
355	1.30	14.04	1	0.377	755	4062	172.42	0.768	-0.358	0.612	 -0.030	 -0.030	 0.388	
356	1.30	14.30	0	0.047	243	487	104.27	-0.141	-0.572	0.490	 -0.006	 -0.006	 0.510	
357	1.30	14.56	0	0.054	224	515	107.31	0.160	-0.332	0.489	 -0.008	 -0.008	 0.511	
358	1.30	14.82	0	0.021	239	523	100.24	0.141	-0.860	0.495	 -0.002	 -0.002	 0.505	
359	1.30	15.08	0	0.010	243	679	133.53	0.829	0.924	0.501	 0.014	 0.014	 0.499	
360	1.30	15.34	0	0.025	241	454	98.61	-0.441	-0.525	0.494	 -0.002	 -0.002	 0.506	
361	1.56	0.00	0	0.056	208	395	133.40	0.242	-0.883	0.499	 -0.014	 -0.014	 0.501	
362	1.56	0.26	0	0.046	237	469	109.41	-0.308	0.498	0.491	 -0.007	 -0.007	 0.509	
363	1.56	0.52	0	0.027	216	611	121.65	0.613	0.165	0.497	 -0.006	 -0.006	 0.503	
364	1.56	0.78	0	0.083	232	577	121.48	0.995	0.810	0.490	 -0.019	 -0.019	 0.510	
365	1.56	1.04	0	0.081	219	464	129.21	0.318	-0.413	0.496	 -0.021	 -0.021	 0.504	
366	1.56	1.30	0	0.010	209	389	48.73	-0.078	-0.697	0.502	 -0.017	 -0.017	 0.498	
367	1.56	1.56	0	0.040	181	447	134.33	0.963	0.729	0.500	 -0.010	 -0.010	 0.500	
368	1.56	1.82	0	0.010	213	483	55.08	0.425	-0.347	0.508	 -0.023	 -0.023	 0.492	
369	1.56	2.08	0	0.010	212	468	55.79	-0.005	-0.829	0.506	 -0.015	 -0.015	 0.494	
370	1.56	2.34	0	0.077	226	439	111.88	0.463	0.126	0.486	 -0.014	 -0.014	 0.514	
371	1.56	2.60	0	0.069	219	488	122.24	0.247	-0.660	0.492	 -0.016	 -0.016	 0.508	
372	1.56	2.86	0	0.089	210	432	131.69	0.254	-0.888	0.497	 -0.023	 -0.023	 0.503	
373	1.56	3.12	0	0.010	215	500	50.72	0.344	-0.606	0.506	 -0.028	 -0.028	 0.494	
374	1.56	3.38	0	0.063	200	481	122.02	0.697	0.552	0.493	 -0.015	 -0.015	 0.507	
375	1.56	3.64	0	0.073	181	362	132.53	0.395	-1.028	0.498	 -0.019	 -0.019	 0.502	
376	1.56	3.90	0	0.045	210	615	46.42	0.111	-0.071	0.499	 0.012	 0.012	 0.501	
377	1.56	4.16	0	0.066	229	577	123.69	0.619	0.359	0.493	 -0.016	 -0.016	 0.507	
378	1.56	4.42	0	0.010	203	482	51.39	0.077	-0.917	0.504	 -0.020	 -0.020	 0.496	
379	1.56	4.68	0	0.065	190	448	110.37	0.160	0.507	0.487	 -0.011	 -0.011	 0.513	
380	1.56	4.94	0	0.090	229	499	108.46	0.555	0.159	0.481	 -0.014	 -0.014	 0.519	
381	1.56	5.20	0	0.010	237	557	88.27	0.393	-0.210	0.505	 -0.000	 -0.000	 0.495	
382	1.56	5.46	0	0.065	218	496	121.23	-0.141	-0.893	0.492	 -0.015	 -0.015	 0.508	
383	1.56	5.72	0	0.136	204	523	111.91	0.225	-0.412	0.474	 -0.025	 -0.025	 0.526	
384	1.56	5.98	0	0.045	188	612	63.50	-0.477	0.367	0.493	 0.009	 0.009	 0.507	
385	1.56	6.24	0	0.067	199	470	90.29	-0.401	-0.258	0.483	 -0.000	 -0.000	 0.517	
386	1.56	6.50	0	0.076	211	419	117.14	0.068	-0.640	0.488	 -0.016	 -0.016	 0.512	
387	1.56	6.76	0	0.052	218	583	119.36	0.187	-0.150	0.493	 -0.012	 -0.012	 0.507	
388	1.56	7.02	0	0.010	231	566	61.17	1.022	0.683	0.508	 -0.012	 -0.012	 0.492	
389	1.56	7.28	0	0.044	192	511	64.51	-0.319	-0.142	0.493	 0.009	 0.009	 0.507	
390	1.56	7.54	0	0.066	234	478	115.63	0.090	-0.757	0.489	 -0.013	 -0.013	 0.511	
391	1.56	7.80	0	0.032	219	452	110.67	-0.192	-1.083	0.494	 -0.005	 -0.005	 0.506	
392	1.56	8.06	0	0.071	217	470	115.29	0.224	-0.776	0.488	 -0.014	 -0.014	 0.512	
393	1.56	8.32	0	0.022	192	427	64.91	-0.191	-1.029	0.496	 0.004	 0.004	 0.504	
394	1.56	8.58	0	0.059	204	566	100.83	0.636	1.148	0.486	 -0.006	 -0.006	 0.514	
395	1.56	8.84	0	0.065	210	450	115.32	-0.013	-0.771	0.489	 -0.013	 -0.013	 0.511	
396	1.56	9.10	0	0.052	215	449	107.34	-0.153	-0.727	0.489	 -0.008	 -0.008	 0.511	
397	1.56	9.36	0	0.071	244	534	106.49	0.711	1.221	0.485	 -0.010	 -0.010	 0.515	
398	1.56	9.62	0	0.058	246	527	107.14	0.330	-0.453	0.488	 -0.008	 -0.008	 0.512	
399	1.56	9.88	0	0.062	214	457	115.64	0.194	-0.715	0.490	 -0.012	 -0.012	 0.510	
400	1.56	10.14	0	0.058	240	482	108.28	0.131	-0.311	0.488	 -0.009	 -0.009	 0.512	
401	1.56	10.40	0	0.061	236	462	98.58	-0.233	-0.184	0.485	 -0.005	 -0.005	 0.515	
402	1.56	10.66	0	0.117	267	604	74.87	0.617	1.034	0.473	 0.016	 0.016	 0.527	
403	1.56	10.92	1	0.679	2287	35947	64.54	1.193	0.217	0.338	 0.200	 0.200	 0.662	
404	1.56	11.18	1	0.685	2286	33931	62.23	0.953	-0.494	0.352	 0.215	 0.215	 0.648	
405	1.56	11.44	1	0.448	3171	20347	54.37	1.064	-0.191	0.454	 0.137	 0.137	 0.546	
406	1.56	11.70	0	0.042	353	787	49.56	0.779	0.367	0.498	 0.011	 0.011	 0.502	
407	1.56	11.96	1	0.642	1384	34805	24.56	2.209	4.146	0.655	 0.179	 0.179	 0.345	
408	1.56	12.22	1	0.619	5093	58561	7.45	0.832	-0.886	0.716	 0.058	 0.058	 0.284	
409	1.56	12.48	1	0.010	10339	44772	113.11	0.817	-0.632	0.590	 0.094	 0.094	 0.410	
410	1.56	12.74	1	0.366	11335	50807	41.96	-0.133	-1.421	0.512	 0.112	 0.112	 0.488	
411	1.56	13.00	1	0.365	10160	53674	48.52	0.591	-0.939	0.486	 0.111	 0.111	 0.514	
412	1.56	13.26	1	0.305	12108	41881	18.13	0.521	-0.803	0.572	 0.053	 0.053	 0.428	
413	1.56	13.52	1	0.626	5566	57247	48.67	0.534	-1.325	0.471	 0.226	 0.226	 0.529	
414	1.56	13.78	1	0.647	5601	62079	74.94	0.599	-1.186	0.293	 0.120	 0.120	 0.707	
415	1.56	14.04	1	0.560	5932	58934	68.57	0.767	-0.785	0.357	 0.132	 0.132	 0.643	
416	1.56	14.30	1	0.740	474	13362	71.40	1.882	2.495	0.266	 0.177	 0.177	 0.734	
417	1.56	14.56	0	0.053	245	556	107.25	0.435	0.051	0.489	 -0.008	 -0.008	 0.511	
418	1.56	14.82	0	0.046	217	498	119.07	0.327	-0.479	0.494	 -0.010	 -0.010	 0.506	
419	1.56	15.08	0	0.045	237	542	108.88	0.206	-0.161	0.491	 -0.007	 -0.007	 0.509	
420	1.56	15.34	0	0.043	225	505	108.68	0.350	0.209	0.491	 -0.007	 -0.007	 0.509	
421	1.82	0.00	0	0.069	193	404	130.43	0.330	-0.841	0.497	 -0.018	 -0.018	 0.503	
422	1.82	0.26	0	0.010	213	536	96.30	0.055	-0.589	0.504	 0.001	 0.001	 0.496	
423	1.82	0.52	0	0.083	186	364	134.02	0.346	-0.929	0.499	 -0.022	 -0.022	 0.501	
424	1.82	0.78	0	0.023	269	567	76.77	0.499	0.192	0.495	 0.003	 0.003	 0.505	
425	1.82	1.04	0	0.062	198	406	123.41	0.219	-1.032	0.494	 -0.015	 -0.015	 0.506	
426	1.82	1.30	0	0.050	225	466	116.95	-0.147	-0.704	0.492	 -0.010	 -0.010	 0.508	
427	1.82	1.56	0	0.010	224	544	71.27	-0.365	-0.559	0.513	 -0.010	 -0.010	 0.487	
428	1.82	1.82	0	0.090	237	555	90.44	1.390	2.610	0.477	 -0.000	 -0.000	 0.523	
429	1.82	2.08	0	0.093	212	458	125.77	0.334	-0.623	0.492	 -0.023	 -0.023	 0.508	
430	1.82	2.34	0	0.120	216	556	98.47	0.929	0.921	0.470	 -0.009	 -0.009	 0.530	
431	1.82	2.60	0	0.024	204	531	89.95	0.224	0.126	0.494	 0.000	 0.000	 0.506	
432	1.82	2.86	0	0.058	207	516	95.43	-0.652	0.302	0.485	 -0.003	 -0.003	 0.515	
433	1.82	3.12	0	0.085	230	493	119.35	-0.047	-0.906	0.488	 -0.019	 -0.019	 0.512	
434	1.82	3.38	0	0.097	239	561	124.83	0.398	0.298	0.491	 -0.024	 -0.024	 0.509	
435	1.82	3.64	0	0.010	205	430	49.50	0.395	-0.709	0.503	 -0.016	 -0.016	 0.497	
436	1.82	3.90	0	0.099	197	418	127.30	0.478	-0.393	0.493	 -0.025	 -0.025	 0.507	
437	1.82	4.16	0	0.060	211	469	112.99	0.759	1.127	0.489	 -0.011	 -0.011	 0.511	
438	1.82	4.42	0	0.064	224	496	107.05	0.111	-0.914	0.486	 -0.009	 -0.009	 0.514	
439	1.82	4.68	0	0.055	202	442	104.20	-0.142	-0.320	0.488	 -0.007	 -0.007	 0.512	
440	1.82	4.94	0	0.082	219	504	118.14	0.208	-0.621	0.488	 -0.018	 -0.018	 0.512	
441	1.82	5.20	0	0.066	241	477	111.86	0.408	0.398	0.488	 -0.012	 -0.012	 0.512	
442	1.82	5.46	0	0.066	219	596	56.12	-0.221	0.253	0.494	 0.016	 0.016	 0.506	
443	1.82	5.72	0	0.010	207	471	55.90	0.152	-0.636	0.502	 -0.005	 -0.005	 0.498	
444	1.82	5.98	0	0.054	196	541	123.81	1.173	1.584	0.495	 -0.013	 -0.013	 0.505	
445	1.82	6.24	0	0.040	186	436	107.31	-0.384	-0.894	0.492	 -0.006	 -0.006	 0.508	
446	1.82	6.50	0	0.041	188	470	96.13	0.386	-0.328	0.490	 -0.002	 -0.002	 0.510	
447	1.82	6.76	0	0.087	181	448	116.14	0.584	0.384	0.486	 -0.018	 -0.018	 0.514	
448	1.82	7.02	0	0.057	181	445	140.34	0.332	-0.384	0.503	 -0.014	 -0.014	 0.497	
449	1.82	7.28	0	0.087	228	550	113.16	0.889	1.541	0.484	 -0.016	 -0.016	 0.516	
450	1.82	7.54	0	0.054	197	411	117.80	0.112	-0.872	0.492	 -0.011	 -0.011	 0.508	
451	1.82	7.80	0	0.052	213	504	104.76	0.316	-0.096	0.488	 -0.007	 -0.007	 0.512	
452	1.82	8.06	0	0.076	226	537	113.66	0.483	-0.005	0.487	 -0.015	 -0.015	 0.513	
453	1.82	8.32	0	0.060	219	467	112.85	0.057	-0.700	0.489	 -0.011	 -0.011	 0.511	
454	1.82	8.58	0	0.066	223	477	115.78	-0.021	-0.897	0.489	 -0.013	 -0.013	 0.511	
455	1.82	8.84	0	0.031	211	467	108.26	0.143	-0.827	0.494	 -0.005	 -0.005	 0.506	
456	1.82	9.10	0	0.072	227	555	105.27	1.012	1.868	0.484	 -0.009	 -0.009	 0.516	
457	1.82	9.36	0	0.085	241	566	107.05	0.866	1.314	0.482	 -0.012	 -0.012	 0.518	
458	1.82	9.62	0	0.075	233	494	109.18	-0.282	-0.155	0.485	 -0.012	 -0.012	 0.515	
459	1.82	9.88	0	0.037	182	409	111.97	-0.137	-0.960	0.493	 -0.006	 -0.006	 0.507	
460	1.82	10.14	0	0.044	234	532	88.57	0.293	-0.961	0.489	 0.001	 0.001	 0.511	
461	1.82	10.40	1	0.325	421	1627	63.69	0.596	-0.791	0.441	 0.077	 0.077	 0.559	
462	1.82	10.66	1	0.763	1990	49103	56.04	1.199	-0.014	0.384	 0.286	 0.286	 0.616	
463	1.82	10.92	1	0.704	3754	59073	57.41	0.966	-0.537	0.386	 0.246	 0.246	 0.614	
464	1.82	11.18	1	0.757	2937	59148	55.56	0.993	-0.696	0.390	 0.284	 0.284	 0.610	
465	1.82	11.44	1	0.644	4662	56505	54.92	0.673	-1.067	0.419	 0.223	 0.223	 0.581	
466	1.82	11.70	1	0.441	8020	47668	55.55	0.322	-1.070	0.449	 0.132	 0.132	 0.551	
467	1.82	11.96	1	0.379	4174	21502	29.05	0.737	-0.515	0.562	 0.099	 0.099	 0.438	
468	1.82	12.22	1	0.666	3926	58591	51.17	0.715	-0.893	0.447	 0.244	 0.244	 0.553	
469	1.82	12.48	1	0.554	7920	62394	59.47	0.824	-0.878	0.407	 0.168	 0.168	 0.593	
470	1.82	12.74	1	0.645	5057	63571	55.38	1.032	-0.363	0.416	 0.222	 0.222	 0.584	
471	1.82	13.00	1	0.689	1822	58920	55.91	1.953	3.062	0.402	 0.244	 0.244	 0.598	
472	1.82	13.26	1	0.592	4485	40225	60.22	1.261	0.437	0.394	 0.181	 0.181	 0.606	
473	1.82	13.52	1	0.694	3340	60936	71.05	0.801	-0.809	0.291	 0.163	 0.163	 0.709	
474	1.82	13.78	1	0.678	4273	62405	73.43	1.082	-0.364	0.285	 0.140	 0.140	 0.715	
475	1.82	14.04	1	0.859	689	59044	71.02	2.429	4.971	0.203	 0.232	 0.232	 0.797	
476	1.82	14.30	0	0.063	236	506	106.21	0.262	-0.259	0.486	 -0.009	 -0.009	 0.514	
477	1.82	14.56	0	0.010	224	496	47.77	0.512	0.096	0.502	 -0.018	 -0.018	 0.498	
478	1.82	14.82	0	0.036	216	470	110.12	0.286	-0.387	0.493	 -0.006	 -0.006	 0.507	
479	1.82	15.08	0	0.042	232	493	116.56	0.110	-0.423	0.494	 -0.009	 -0.009	 0.506	
480	1.82	15.34	0	0.044	227	517	111.16	0.486	0.329	0.492	 -0.008	 -0.008	 0.508	
481	2.08	0.00	0	0.100	222	487	112.35	0.121	-1.054	0.481	 -0.018	 -0.018	 0.519	
482	2.08	0.26	0	0.064	233	420	128.62	0.197	-0.489	0.496	 -0.016	 -0.016	 0.504	
483	2.08	0.52	0	0.072	226	470	131.17	0.042	-0.730	0.498	 -0.018	 -0.018	 0.502	
484	2.08	0.78	0	0.089	198	435	126.37	0.419	-0.693	0.493	 -0.022	 -0.022	 0.507	
485	2.08	1.04	0	0.061	227	496	97.74	0.560	0.195	0.485	 -0.004	 -0.004	 0.515	
486	2.08	1.30	0	0.010	233	454	45.55	-0.198	-0.894	0.500	 -0.009	 -0.009	 0.500	
487	2.08	1.56	0	0.066	206	454	97.01	-0.160	-0.358	0.483	 -0.004	 -0.004	 0.517	
488	2.08	1.82	0	0.048	254	569	135.98	0.296	0.518	0.500	 -0.012	 -0.012	 0.500	
489	2.08	2.08	0	0.055	212	402	128.91	-0.078	-0.936	0.497	 -0.014	 -0.014	 0.503	
490	2.08	2.34	0	0.051	219	460	114.21	0.048	-0.885	0.491	 -0.010	 -0.010	 0.509	
491	2.08	2.60	0	0.049	224	480	115.78	0.461	1.075	0.492	 -0.010	 -0.010	 0.508	
492	2.08	2.86	0	0.010	198	428	52.24	0.342	-0.620	0.504	 -0.016	 -0.016	 0.496	
493	2.08	3.12	0	0.067	253	473	95.59	-0.041	-0.733	0.483	 -0.003	 -0.003	 0.517	
494	2.08	3.38	0	0.023	230	559	75.70	0.589	0.767	0.495	 0.003	 0.003	 0.505	
495	2.08	3.64	0	0.082	202	426	125.90	0.790	-0.061	0.493	 -0.020	 -0.020	 0.507	
496	2.08	3.90	0	0.076	216	511	134.22	-0.108	-0.780	0.499	 -0.020	 -0.020	 0.501	
497	2.08	4.16	0	0.010	215	454	54.84	0.860	0.443	0.504	 -0.012	 -0.012	 0.496	
498	2.08	4.42	0	0.010	211	510	52.17	0.436	0.006	0.505	 -0.018	 -0.018	 0.495	
499	2.08	4.68	0	0.022	242	564	116.31	0.192	-0.568	0.497	 -0.004	 -0.004	 0.503	
500	2.08	4.94	0	0.086	223	558	109.36	0.212	0.192	0.483	 -0.014	 -0.014	 0.517	
501	2.08	5.20	0	0.051	194	399	116.68	-0.060	-0.694	0.492	 -0.010	 -0.010	 0.508	
502	2.08	5.46	0	0.043	192	478	131.53	-0.291	-0.407	0.499	 -0.011	 -0.011	 0.501	
503	2.08	5.72	0	0.037	236	431	48.37	0.216	-0.796	0.499	 0.009	 0.009	 0.501	
504	2.08	5.98	0	0.083	185	411	126.46	0.277	-0.366	0.494	 -0.021	 -0.021	 0.506	
505	2.08	6.24	0	0.042	199	486	131.52	0.200	-0.849	0.499	 -0.011	 -0.011	 0.501	
