112	 179
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	
406	0.78	17.94	0	0.100	214	504	113.95	-0.086	-0.562	
407	0.78	18.20	0	0.097	223	504	109.92	0.013	-0.691	
408	0.78	18.46	0	0.088	278	586	105.42	-0.011	-0.624	
409	0.78	18.72	0	0.199	253	611	107.28	0.586	-0.999	
410	0.78	18.98	0	0.095	224	505	106.99	-0.025	-0.529	
411	0.78	19.24	0	0.104	218	508	105.89	0.084	-0.729	
412	0.78	19.50	0	0.080	247	500	94.49	0.175	-0.872	
413	0.78	19.76	0	0.082	292	522	108.15	-0.444	-0.078	
414	0.78	20.02	0	0.096	220	495	106.75	-0.168	-0.306	
415	0.78	20.28	0	0.092	216	487	103.06	-0.171	-0.426	
416	0.78	20.54	0	0.094	216	488	101.57	-0.226	-0.500	
417	0.78	20.80	0	0.084	238	509	101.14	-0.045	-0.793	
418	0.78	21.06	0	0.090	234	498	95.07	0.001	-1.027	
419	0.78	21.32	0	0.086	280	550	93.76	0.193	-1.057	
420	0.78	21.58	0	0.062	262	529	85.70	0.065	-0.143	
421	0.78	21.84	0	0.092	235	502	89.93	0.213	-1.033	
422	0.78	22.10	0	0.088	231	488	87.07	0.237	-0.915	
423	0.78	22.36	0	0.081	241	506	85.03	0.427	-0.540	
424	0.78	22.62	0	0.083	235	505	87.24	0.383	-0.673	
425	0.78	22.88	0	0.086	236	515	84.14	0.445	-0.522	
426	0.78	23.14	0	0.084	278	565	88.90	0.333	-0.916	
427	0.78	23.40	0	0.089	237	518	85.54	0.325	-0.978	
428	0.78	23.66	0	0.059	293	658	83.59	0.432	-0.272	
429	0.78	23.92	0	0.099	228	503	81.31	0.304	-0.834	
430	0.78	24.18	0	0.088	215	487	80.25	0.250	-0.909	
431	0.78	24.44	0	0.088	219	478	80.66	0.094	-1.070	
432	0.78	24.70	0	0.091	224	488	78.28	0.084	-1.109	
433	0.78	24.96	0	0.085	223	480	75.74	-0.159	-1.241	
434	0.78	25.22	0	0.078	225	476	82.59	0.032	-1.312	
435	0.78	25.48	0	0.086	224	470	81.72	-0.089	-1.394	
436	0.78	25.74	0	0.067	244	481	80.04	-0.150	-1.166	
437	0.78	26.00	0	0.083	250	520	79.28	-0.128	-1.297	
438	0.78	26.26	0	0.073	251	512	71.98	-0.211	-1.140	
439	0.78	26.52	0	0.093	228	516	76.53	-0.304	-0.864	
440	0.78	26.78	0	0.091	218	497	78.91	-0.188	-1.045	
441	0.78	27.04	0	0.469	318	3425	35.30	2.604	5.737	
442	0.78	27.30	0	0.071	226	497	75.44	-0.459	-0.585	
443	0.78	27.56	0	0.075	231	511	78.01	-0.205	-0.520	
444	0.78	27.82	0	0.098	220	510	79.23	-0.190	-0.866	
445	0.78	28.08	0	0.099	212	496	79.29	-0.256	-0.916	
446	0.78	28.34	0	0.056	262	582	70.42	-0.198	-0.660	
447	0.78	28.60	0	0.123	228	534	74.38	-0.335	-0.787	
448	0.78	28.86	0	0.204	260	659	70.04	0.406	-0.722	
449	1.04	0.00	0	0.055	234	516	97.68	0.041	-0.741	
450	1.04	0.26	0	0.065	231	506	113.76	-0.144	-1.057	
451	1.04	0.52	0	0.075	237	502	112.96	-0.234	-0.967	
452	1.04	0.78	0	0.087	277	575	109.08	-0.128	-0.795	
453	1.04	1.04	0	0.081	248	525	113.04	-0.205	-0.805	
454	1.04	1.30	0	0.068	275	544	109.43	-0.044	-1.167	
455	1.04	1.56	0	0.068	245	509	112.80	-0.105	-0.893	
456	1.04	1.82	0	0.072	239	520	108.83	-0.054	-0.797	
457	1.04	2.08	0	0.078	241	528	109.52	0.014	-0.833	
458	1.04	2.34	0	0.073	240	518	104.14	0.180	-0.835	
459	1.04	2.60	0	0.056	247	510	107.82	0.272	-0.619	
460	1.04	2.86	0	0.062	240	494	101.19	0.256	-0.425	
461	1.04	3.12	0	0.039	243	492	94.39	0.176	-0.313	
462	1.04	3.38	0	0.051	232	465	96.81	0.503	0.256	
463	1.04	3.64	0	0.071	231	544	101.26	0.617	-0.281	
464	1.04	3.90	0	0.069	236	522	98.12	0.580	-0.325	
465	1.04	4.16	0	0.071	231	503	97.53	0.542	-0.473	
466	1.04	4.42	0	0.151	512	1562	79.75	0.464	-0.832	
467	1.04	4.68	0	0.060	241	523	91.54	0.649	-0.156	
468	1.04	4.94	0	0.173	393	1226	69.09	2.097	3.787	
469	1.04	5.20	0	0.111	295	591	97.57	0.653	-0.614	
470	1.04	5.46	0	0.126	294	619	57.27	0.483	-0.701	
471	1.04	5.72	0	0.669	496	14767	4.61	1.278	0.056	
472	1.04	5.98	0	0.042	294	490	26.62	0.929	0.518	
473	1.04	6.24	0	0.072	232	484	78.63	-0.191	-0.600	
474	1.04	6.50	0	0.084	248	565	84.19	0.201	-0.705	
475	1.04	6.76	0	0.098	222	536	85.88	0.031	-0.749	
476	1.04	7.02	0	0.101	217	539	76.95	-0.224	-0.648	
477	1.04	7.28	0	0.102	240	570	77.76	-0.340	-0.568	
478	1.04	7.54	0	0.099	215	531	82.95	-0.012	-0.902	
479	1.04	7.80	0	0.095	244	535	78.17	-0.060	-1.017	
480	1.04	8.06	0	0.102	211	516	79.07	-0.101	-0.931	
481	1.04	8.32	0	0.085	265	511	73.07	-0.002	-1.133	
482	1.04	8.58	0	0.086	218	515	81.85	-0.200	-0.973	
483	1.04	8.84	0	0.096	215	523	82.53	0.002	-0.931	
484	1.04	9.10	0	0.094	212	522	83.68	0.099	-0.885	
485	1.04	9.36	0	0.096	208	511	84.02	0.152	-0.824	
486	1.04	9.62	0	0.111	219	529	84.48	0.239	-0.869	
487	1.04	9.88	0	0.098	217	516	85.20	0.336	-0.672	
488	1.04	10.14	0	0.104	225	524	85.70	0.394	-0.813	
489	1.04	10.40	0	0.095	230	519	88.54	0.284	-0.827	
490	1.04	10.66	0	0.098	237	521	89.12	0.235	-0.984	
491	1.04	10.92	0	0.089	252	520	92.08	0.421	-0.612	
492	1.04	11.18	0	0.095	245	523	91.83	0.481	-0.577	
493	1.04	11.44	0	0.083	261	533	94.78	0.319	-0.598	
494	1.04	11.70	0	0.086	256	495	94.09	0.146	-0.637	
495	1.04	11.96	0	0.093	243	510	95.23	0.144	-0.703	
496	1.04	12.22	0	0.088	249	510	95.00	0.117	-0.812	
497	1.04	12.48	0	0.082	257	507	96.72	0.059	-0.812	
498	1.04	12.74	0	0.085	251	489	103.54	-0.154	-0.669	
499	1.04	13.00	0	0.084	249	496	103.85	-0.137	-0.654	
500	1.04	13.26	0	0.086	255	504	103.22	-0.074	-0.713	
501	1.04	13.52	0	0.763	288	12806	172.85	2.804	6.668	
502	1.04	13.78	0	0.930	291	38388	173.18	2.801	6.607	
503	1.04	14.04	0	0.943	268	46351	2.72	2.878	7.022	
504	1.04	14.30	0	0.329	257	2070	177.45	2.716	6.356	
505	1.04	14.56	0	0.091	240	486	114.53	-0.248	-0.412	
506	1.04	14.82	0	0.074	258	505	111.09	-0.211	-0.736	
507	1.04	15.08	0	0.091	242	500	111.07	-0.151	-0.584	
508	1.04	15.34	0	0.091	242	506	111.93	-0.280	-0.690	
509	1.04	15.60	0	0.087	240	507	113.94	-0.225	-0.554	
510	1.04	15.86	0	0.089	221	480	115.51	-0.107	-0.512	
511	1.04	16.12	0	0.094	235	520	119.76	-0.070	-0.404	
512	1.04	16.38	0	0.108	254	543	123.12	0.777	0.259	
513	1.04	16.64	0	0.088	217	499	114.98	-0.188	-0.822	
514	1.04	16.90	0	0.106	235	525	120.95	-0.242	-0.576	
515	1.04	17.16	0	0.083	241	495	122.28	0.087	-0.442	
516	1.04	17.42	0	0.086	220	495	115.59	0.066	-0.462	
517	1.04	17.68	0	0.129	218	548	105.11	-0.057	-1.058	
518	1.04	17.94	0	0.105	212	499	111.18	0.084	-0.522	
519	1.04	18.20	0	0.084	221	484	109.58	0.012	-0.700	
520	1.04	18.46	0	0.099	224	497	113.07	0.011	-0.502	
521	1.04	18.72	0	0.095	221	500	107.91	0.097	-0.606	
522	1.04	18.98	0	0.093	218	481	109.03	0.077	-0.416	
523	1.04	19.24	0	0.099	224	499	107.91	0.118	-0.482	
524	1.04	19.50	0	0.094	220	484	107.01	0.180	-0.442	
525	1.04	19.76	0	0.084	225	483	110.72	-0.055	-0.045	
526	1.04	20.02	0	0.085	228	482	109.98	-0.032	-0.004	
527	1.04	20.28	0	0.078	227	471	94.12	0.182	-0.685	
528	1.04	20.54	0	0.078	229	468	104.03	0.116	-0.118	
529	1.04	20.80	0	0.082	236	480	104.68	-0.233	-0.493	
530	1.04	21.06	0	0.079	227	468	99.51	-0.023	-0.581	
531	1.04	21.32	0	0.074	232	486	96.09	0.018	-0.616	
532	1.04	21.58	0	0.080	227	499	95.23	0.097	-0.675	
533	1.04	21.84	0	0.068	246	514	92.79	0.164	-0.443	
534	1.04	22.10	0	0.075	241	503	88.65	0.424	-0.334	
535	1.04	22.36	0	0.077	270	549	88.22	0.506	-0.104	
536	1.04	22.62	0	0.077	245	511	84.98	0.526	-0.256	
537	1.04	22.88	0	0.083	237	515	86.01	0.461	-0.572	
538	1.04	23.14	0	0.069	257	541	88.54	0.300	-0.672	
539	1.04	23.40	0	0.073	245	526	81.93	0.504	-0.425	
540	1.04	23.66	0	0.119	273	627	95.68	0.314	-0.116	
541	1.04	23.92	0	0.077	230	502	83.46	0.425	-0.633	
542	1.04	24.18	0	0.086	245	529	76.96	0.354	-0.463	
543	1.04	24.44	0	0.074	234	497	84.82	0.338	-0.688	
544	1.04	24.70	0	0.385	291	2996	19.96	2.361	4.910	
545	1.04	24.96	0	0.084	234	489	81.74	0.189	-1.083	
546	1.04	25.22	0	0.330	522	6550	153.83	0.403	-0.472	
547	1.04	25.48	0	0.072	222	462	78.85	-0.022	-1.225	
548	1.04	25.74	0	0.088	240	505	86.33	0.057	-1.417	
549	1.04	26.00	0	0.077	240	496	83.59	0.109	-1.202	
550	1.04	26.26	0	0.080	220	469	78.70	-0.114	-1.174	
551	1.04	26.52	0	0.081	227	493	77.19	-0.237	-0.928	
552	1.04	26.78	0	0.102	202	480	72.01	-0.246	-0.646	
553	1.04	27.04	0	0.099	209	489	76.45	-0.152	-0.800	
554	1.04	27.30	0	0.100	209	475	78.10	-0.069	-0.675	
555	1.04	27.56	0	0.096	210	502	77.01	-0.239	-0.815	
556	1.04	27.82	0	0.101	261	600	103.08	1.157	0.789	
557	1.04	28.08	0	0.093	210	498	74.25	-0.205	-0.633	
558	1.04	28.34	0	0.098	198	476	75.77	-0.312	-0.674	
559	1.04	28.60	0	0.047	294	523	84.55	0.197	-1.051	
560	1.04	28.86	0	0.096	205	482	72.92	-0.357	-0.705	
561	1.30	0.00	0	0.053	237	484	120.23	-0.005	-0.790	
562	1.30	0.26	0	0.053	256	517	115.48	-0.003	-0.701	
563	1.30	0.52	0	0.066	238	483	119.25	-0.129	-0.482	
564	1.30	0.78	0	0.030	287	567	103.78	0.074	-0.990	
565	1.30	1.04	0	0.081	258	515	121.94	-0.319	-0.583	
566	1.30	1.30	0	0.072	225	596	110.54	0.570	-0.457	
567	1.30	1.56	0	0.066	239	494	118.04	-0.122	-0.656	
568	1.30	1.82	0	0.151	249	583	97.38	1.310	1.541	
569	1.30	2.08	0	0.059	252	510	105.82	0.029	-0.914	
570	1.30	2.34	0	0.065	241	501	110.16	0.172	-0.472	
571	1.30	2.60	0	0.062	239	503	111.38	0.216	-0.529	
572	1.30	2.86	0	0.060	238	488	107.16	0.414	-0.152	
573	1.30	3.12	0	0.067	297	558	79.94	-0.149	-0.298	
574	1.30	3.38	0	0.009	231	433	122.61	-0.119	-0.870	
575	1.30	3.64	0	0.065	245	514	103.01	0.869	0.415	
576	1.30	3.90	0	0.058	230	508	106.34	0.803	0.355	
577	1.30	4.16	0	0.104	254	552	90.05	0.494	-0.675	
578	1.30	4.42	0	0.042	262	538	66.37	0.170	-0.599	
579	1.30	4.68	0	0.098	249	541	104.03	1.011	0.488	
580	1.30	4.94	0	0.113	299	700	89.32	0.065	-1.041	
581	1.30	5.20	0	0.068	268	510	103.40	0.902	0.404	
582	1.30	5.46	0	0.045	257	505	94.27	0.901	0.834	
583	1.30	5.72	0	0.920	409	63823	55.10	2.222	3.524	
584	1.30	5.98	0	0.050	253	497	88.03	0.382	-0.389	
585	1.30	6.24	0	0.075	232	493	86.54	0.258	-0.526	
586	1.30	6.50	0	0.071	223	503	86.79	0.221	-0.481	
587	1.30	6.76	0	0.120	219	524	75.57	0.135	-0.963	
588	1.30	7.02	0	0.091	217	519	85.46	-0.053	-0.909	
589	1.30	7.28	0	0.039	331	570	175.41	0.624	-0.560	
590	1.30	7.54	0	0.077	211	500	81.83	-0.050	-0.782	
591	1.30	7.80	0	0.082	217	508	81.02	-0.154	-1.010	
592	1.30	8.06	0	0.085	213	505	82.38	-0.139	-0.871	
593	1.30	8.32	0	0.080	210	494	81.69	-0.062	-0.929	
594	1.30	8.58	0	0.076	208	502	81.63	-0.023	-0.767	
595	1.30	8.84	0	0.078	219	512	82.20	0.015	-0.853	
596	1.30	9.10	0	0.083	213	500	79.41	0.027	-0.851	
597	1.30	9.36	0	0.083	214	506	83.79	0.187	-0.543	
598	1.30	9.62	0	0.084	220	498	79.87	0.026	-0.786	
599	1.30	9.88	0	0.261	240	1118	81.43	1.800	2.675	
600	1.30	10.14	0	0.075	235	498	82.53	0.256	-0.522	
601	1.30	10.40	0	0.073	237	504	86.23	0.212	-0.560	
602	1.30	10.66	0	0.094	240	512	87.55	0.342	-0.697	
603	1.30	10.92	0	0.076	233	490	88.97	0.334	-0.534	
604	1.30	11.18	0	0.067	252	492	93.34	0.372	-0.407	
605	1.30	11.44	0	0.072	251	504	93.74	0.311	-0.464	
606	1.30	11.70	0	0.063	264	497	104.38	0.151	-0.479	
607	1.30	11.96	0	0.074	262	491	96.15	0.112	-0.878	
608	1.30	12.22	0	0.095	259	525	98.41	0.138	-0.809	
609	1.30	12.48	0	0.075	262	513	100.93	0.134	-0.499	
610	1.30	12.74	0	0.083	263	505	95.08	0.201	-0.575	
611	1.30	13.00	0	0.073	263	493	105.77	0.106	-0.168	
612	1.30	13.26	0	0.080	256	497	108.16	-0.051	-0.439	
613	1.30	13.52	0	0.078	250	486	110.67	-0.141	-0.521	
614	1.30	13.78	0	0.089	247	494	110.29	-0.008	-0.342	
615	1.30	14.04	0	0.094	247	510	111.65	-0.205	-0.402	
616	1.30	14.30	0	0.076	243	493	117.05	-0.115	-0.440	
617	1.30	14.56	0	0.088	239	501	115.55	-0.048	-0.368	
618	1.30	14.82	0	0.074	245	477	114.47	-0.176	-0.512	
619	1.30	15.08	0	0.114	288	595	97.28	0.437	-0.793	
620	1.30	15.34	0	0.085	234	486	116.01	-0.036	-0.402	
621	1.30	15.60	0	0.080	227	482	115.51	-0.055	-0.342	
622	1.30	15.86	0	0.079	229	487	118.78	0.102	-0.309	
623	1.30	16.12	0	0.074	221	487	114.83	0.215	-0.178	
624	1.30	16.38	0	0.083	220	475	122.68	-0.025	-0.341	
625	1.30	16.64	0	0.032	250	521	115.49	0.405	-0.331	
626	1.30	16.90	0	0.099	212	482	119.20	0.198	-0.172	
627	1.30	17.16	0	0.094	214	491	119.88	0.095	-0.347	
628	1.30	17.42	0	0.027	268	504	102.08	0.352	-0.478	
629	1.30	17.68	0	0.086	216	487	121.29	-0.099	-0.505	
630	1.30	17.94	0	0.106	223	496	115.55	-0.011	-0.326	
631	1.30	18.20	0	0.097	225	500	113.64	-0.106	-0.537	
632	1.30	18.46	0	0.090	282	578	109.94	0.504	-0.203	
633	1.30	18.72	0	0.087	228	501	114.10	-0.064	-0.425	
634	1.30	18.98	0	0.078	227	483	110.09	0.006	-0.396	
635	1.30	19.24	0	0.087	231	490	110.39	0.151	-0.390	
636	1.30	19.50	0	0.092	217	487	108.78	0.063	-0.431	
637	1.30	19.76	0	0.121	290	655	99.64	0.093	-1.130	
638	1.30	20.02	0	0.090	226	479	107.15	0.001	-0.352	
639	1.30	20.28	0	0.090	220	473	107.98	-0.086	-0.274	
640	1.30	20.54	0	0.052	236	471	111.84	-0.384	0.568	
641	1.30	20.80	0	0.112	230	479	111.91	0.731	0.610	
642	1.30	21.06	0	0.073	238	469	102.48	0.033	-0.453	
643	1.30	21.32	0	0.088	234	491	104.02	0.285	-0.312	
644	1.30	21.58	0	0.067	255	516	95.76	0.180	-0.358	
645	1.30	21.84	0	0.060	258	515	89.33	0.414	-0.047	
646	1.30	22.10	0	0.071	264	532	87.63	0.539	-0.132	
647	1.30	22.36	0	0.076	239	522	92.09	0.376	-0.433	
648	1.30	22.62	0	0.079	248	536	88.20	0.450	-0.395	
649	1.30	22.88	0	0.066	303	608	85.60	0.555	-0.433	
650	1.30	23.14	0	0.085	244	528	85.40	0.378	-0.714	
651	1.30	23.40	0	0.086	249	529	87.41	0.334	-0.977	
652	1.30	23.66	0	0.079	240	511	83.70	0.391	-0.620	
653	1.30	23.92	0	0.083	227	503	83.02	0.522	-0.546	
654	1.30	24.18	0	0.079	239	511	82.36	0.417	-0.653	
655	1.30	24.44	0	0.894	264	29626	162.09	2.906	7.263	
656	1.30	24.70	0	0.126	240	703	117.53	1.829	2.876	
657	1.30	24.96	0	0.077	226	488	83.87	0.410	-0.819	
658	1.30	25.22	0	0.084	215	480	76.05	0.050	-0.995	
659	1.30	25.48	0	0.078	223	472	83.40	0.184	-1.132	
660	1.30	25.74	0	0.094	273	562	95.55	0.389	-0.873	
661	1.30	26.00	0	0.096	227	500	84.26	0.034	-1.344	
662	1.30	26.26	0	0.090	215	488	75.54	-0.107	-1.168	
663	1.30	26.52	0	0.127	246	667	84.65	0.047	-1.190	
664	1.30	26.78	0	0.088	217	486	80.83	-0.111	-1.043	
665	1.30	27.04	0	0.080	217	494	81.94	0.077	-0.928	
666	1.30	27.30	0	0.096	203	472	78.13	-0.114	-0.732	
667	1.30	27.56	0	0.106	216	519	77.15	-0.232	-0.832	
668	1.30	27.82	0	0.099	205	472	74.41	-0.253	-0.534	
669	1.30	28.08	0	0.087	212	490	72.56	-0.572	-0.198	
670	1.30	28.34	0	0.105	212	509	66.09	-0.642	-0.070	
671	1.30	28.60	0	0.111	209	520	78.50	-0.412	-0.870	
672	1.30	28.86	0	0.107	200	486	76.38	-0.357	-0.818	
673	1.56	0.00	0	0.062	223	501	118.73	0.124	-0.636	
674	1.56	0.26	0	0.056	251	524	116.89	-0.077	-0.714	
675	1.56	0.52	0	0.064	272	530	116.31	-0.060	-0.567	
676	1.56	0.78	0	0.039	304	695	163.66	0.678	0.200	
677	1.56	1.04	0	0.053	282	540	106.42	-0.151	-1.033	
678	1.56	1.30	0	0.052	377	671	164.11	0.065	-0.653	
679	1.56	1.56	0	0.077	255	519	121.51	-0.301	-0.591	
680	1.56	1.82	0	0.059	256	537	107.18	0.303	-0.863	
681	1.56	2.08	0	0.066	246	524	109.01	0.086	-0.899	
682	1.56	2.34	0	0.060	244	501	111.36	0.130	-0.655	
683	1.56	2.60	0	0.043	257	495	108.00	0.250	-0.667	
684	1.56	2.86	0	0.052	255	533	108.85	0.129	-0.964	
685	1.56	3.12	0	0.046	250	516	105.31	0.505	-0.678	
686	1.56	3.38	0	0.019	241	495	81.96	0.289	-0.667	
687	1.56	3.64	0	0.059	237	498	106.38	0.692	0.011	
688	1.56	3.90	0	0.050	239	485	107.74	0.475	-0.299	
689	1.56	4.16	0	0.053	237	485	104.64	0.646	-0.057	
690	1.56	4.42	0	0.046	235	483	105.13	0.482	-0.279	
691	1.56	4.68	0	0.083	243	523	105.68	0.401	-0.682	
692	1.56	4.94	0	0.059	240	491	100.08	0.755	0.294	
693	1.56	5.20	0	0.056	249	490	93.88	0.453	-0.506	
694	1.56	5.46	0	0.066	270	539	93.81	0.556	0.034	
695	1.56	5.72	0	0.034	302	546	97.91	0.198	-0.707	
696	1.56	5.98	0	0.065	265	541	83.97	0.394	-0.120	
697	1.56	6.24	0	0.065	236	500	89.40	0.420	-0.191	
698	1.56	6.50	0	0.067	231	501	86.70	0.280	-0.492	
699	1.56	6.76	0	0.070	222	503	84.08	0.190	-0.655	
700	1.56	7.02	0	0.071	227	495	82.44	0.037	-0.936	
701	1.56	7.28	0	0.079	221	496	83.35	0.049	-0.780	
702	1.56	7.54	0	0.080	223	500	83.77	-0.038	-0.970	
703	1.56	7.80	0	0.080	224	497	81.46	-0.032	-0.992	
704	1.56	8.06	0	0.080	220	495	79.18	-0.043	-1.025	
705	1.56	8.32	0	0.047	243	514	78.65	-0.077	-0.720	
706	1.56	8.58	0	0.075	218	496	81.65	0.106	-0.838	
707	1.56	8.84	0	0.064	225	495	86.40	0.242	-0.557	
708	1.56	9.10	0	0.093	219	533	79.27	0.042	-0.931	
709	1.56	9.36	0	0.066	222	488	83.74	0.218	-0.514	
710	1.56	9.62	0	0.072	227	498	80.80	0.102	-0.714	
711	1.56	9.88	0	0.088	247	545	87.13	0.185	-0.809	
712	1.56	10.14	0	0.055	239	496	58.21	0.063	-0.461	
713	1.56	10.40	0	0.071	246	500	83.98	0.032	-0.933	
714	1.56	10.66	0	0.076	243	503	85.93	0.350	-0.544	
715	1.56	10.92	0	0.072	243	505	85.87	0.387	-0.473	
716	1.56	11.18	0	0.083	247	515	89.88	0.327	-0.674	
717	1.56	11.44	0	0.072	248	501	92.26	0.195	-0.609	
718	1.56	11.70	0	0.062	264	514	94.25	0.240	-0.548	
719	1.56	11.96	0	0.070	262	506	94.88	0.273	-0.495	
720	1.56	12.22	0	0.057	269	523	99.43	0.172	-0.198	
721	1.56	12.48	0	0.071	269	527	106.75	-0.022	-0.420	
722	1.56	12.74	0	0.063	256	502	104.59	-0.138	-0.623	
723	1.56	13.00	0	0.044	280	542	110.56	-0.131	0.011	
724	1.56	13.26	0	0.130	346	796	135.06	1.719	2.723	
725	1.56	13.52	0	0.063	262	506	109.44	-0.116	-0.552	
726	1.56	13.78	0	0.077	252	504	110.04	-0.178	-0.566	
727	1.56	14.04	0	0.075	254	516	110.89	-0.152	-0.531	
728	1.56	14.30	0	0.072	246	491	112.29	-0.098	-0.472	
729	1.56	14.56	0	0.064	244	487	114.57	-0.098	-0.469	
730	1.56	14.82	0	0.074	243	503	113.65	-0.099	-0.421	
731	1.56	15.08	0	0.068	239	468	119.73	0.043	-0.314	
732	1.56	15.34	0	0.069	241	491	115.89	-0.073	-0.368	
733	1.56	15.60	0	0.079	226	476	119.51	-0.021	-0.289	
734	1.56	15.86	0	0.078	229	484	121.54	0.140	-0.212	
735	1.56	16.12	0	0.080	221	471	120.67	0.086	-0.168	
736	1.56	16.38	0	0.077	223	476	123.60	0.104	-0.335	
737	1.56	16.64	0	0.082	212	485	119.66	0.049	-0.124	
738	1.56	16.90	0	0.084	220	490	120.49	0.117	-0.196	
739	1.56	17.16	0	0.082	221	504	117.69	0.088	-0.065	
740	1.56	17.42	0	0.082	235	501	118.99	0.151	0.119	
741	1.56	17.68	0	0.080	235	512	117.67	0.091	-0.243	
742	1.56	17.94	0	0.106	227	503	117.44	0.084	-0.222	
743	1.56	18.20	0	0.097	233	519	110.66	0.012	-0.519	
744	1.56	18.46	0	0.095	231	515	111.50	0.331	-0.088	
745	1.56	18.72	0	0.095	233	513	109.58	0.213	-0.132	
746	1.56	18.98	0	0.092	244	529	108.82	0.107	-0.441	
747	1.56	19.24	0	0.085	234	505	110.48	0.093	-0.243	
748	1.56	19.50	0	0.084	228	493	105.36	0.269	-0.252	
749	1.56	19.76	0	0.088	232	496	108.68	0.044	-0.293	
750	1.56	20.02	0	0.088	226	483	108.27	-0.067	-0.254	
751	1.56	20.28	0	0.095	260	556	106.97	0.129	-0.337	
752	1.56	20.54	0	0.080	225	467	108.24	0.055	0.099	
753	1.56	20.80	0	0.071	242	473	106.54	0.142	-0.117	
754	1.56	21.06	0	0.062	245	488	101.74	0.162	-0.166	
755	1.56	21.32	0	0.073	239	492	100.61	0.174	-0.340	
756	1.56	21.58	0	0.053	254	512	95.95	0.458	-0.025	
757	1.56	21.84	0	0.062	250	528	95.71	0.497	-0.299	
758	1.56	22.10	0	0.068	264	543	90.15	0.459	-0.459	
759	1.56	22.36	0	0.073	243	532	88.86	0.474	-0.245	
760	1.56	22.62	0	0.073	246	539	87.76	0.600	-0.209	
761	1.56	22.88	0	0.079	245	538	84.42	0.668	-0.148	
762	1.56	23.14	0	0.091	306	613	81.24	0.680	-0.494	
763	1.56	23.40	0	0.053	265	535	88.78	0.515	-0.459	
764	1.56	23.66	0	0.078	246	517	85.52	0.510	-0.712	
765	1.56	23.92	0	0.067	258	527	92.22	0.672	-0.433	
766	1.56	24.18	0	0.079	235	502	83.54	0.420	-0.727	
767	1.56	24.44	0	0.089	277	543	82.84	0.163	-1.073	
768	1.56	24.70	1	0.354	237	1716	65.39	2.431	5.154	
769	1.56	24.96	0	0.062	234	479	80.21	0.357	-0.707	
770	1.56	25.22	0	0.065	249	473	82.10	0.533	-0.419	
771	1.56	25.48	0	0.074	265	533	74.78	-0.189	-1.081	
772	1.56	25.74	0	0.081	235	511	80.15	0.032	-1.067	
773	1.56	26.00	0	0.090	236	513	77.73	0.345	-0.987	
774	1.56	26.26	0	0.178	341	1044	176.53	1.766	2.267	
775	1.56	26.52	0	0.096	254	524	96.56	0.294	-0.940	
776	1.56	26.78	0	0.080	216	481	80.00	-0.126	-0.971	
777	1.56	27.04	0	0.087	209	481	79.73	0.005	-0.997	
778	1.56	27.30	0	0.093	206	484	74.70	-0.210	-0.837	
779	1.56	27.56	0	0.106	242	553	88.13	0.291	-0.691	
780	1.56	27.82	0	0.085	202	490	77.52	-0.101	-0.780	
781	1.56	28.08	0	0.030	232	474	91.83	-0.043	-0.654	
782	1.56	28.34	0	0.104	209	497	75.18	-0.274	-0.779	
783	1.56	28.60	0	0.080	205	488	73.57	-0.308	-0.751	
784	1.56	28.86	0	0.248	253	887	92.32	0.624	-0.727	
785	1.82	0.00	0	0.244	410	1651	47.10	2.366	4.711	
786	1.82	0.26	0	0.068	268	545	110.54	-0.102	-0.514	
787	1.82	0.52	0	0.090	292	605	102.39	0.286	-0.857	
788	1.82	0.78	0	0.067	235	497	117.30	-0.111	-0.396	
789	1.82	1.04	0	0.096	264	558	105.39	-0.318	-0.725	
790	1.82	1.30	0	0.076	244	512	116.20	-0.164	-0.480	
791	1.82	1.56	0	0.061	238	506	119.00	-0.117	-0.450	
792	1.82	1.82	0	0.058	242	508	115.88	0.050	-0.474	
793	1.82	2.08	0	0.046	253	512	112.14	0.048	-0.676	
794	1.82	2.34	0	0.075	309	592	152.96	0.295	-0.850	
795	1.82	2.60	0	0.071	284	610	118.97	-0.550	-0.522	
796	1.82	2.86	0	0.056	327	665	93.78	-0.051	-1.020	
797	1.82	3.12	0	0.056	235	501	111.66	0.315	-0.450	
798	1.82	3.38	0	0.051	235	495	107.98	0.351	-0.383	
799	1.82	3.64	0	0.084	267	524	34.84	1.035	0.643	
800	1.82	3.90	0	0.036	267	545	111.66	0.643	0.317	
801	1.82	4.16	0	0.057	240	500	105.37	0.568	0.425	
802	1.82	4.42	0	0.039	270	533	116.89	0.437	0.388	
803	1.82	4.68	0	0.058	239	492	101.29	0.520	-0.285	
804	1.82	4.94	0	0.091	256	561	94.96	0.361	-0.802	
805	1.82	5.20	0	0.060	247	507	99.55	0.781	0.449	
806	1.82	5.46	0	0.060	250	498	93.17	0.434	-0.476	
807	1.82	5.72	0	0.061	247	493	93.85	0.654	0.120	
808	1.82	5.98	0	0.065	237	503	91.56	0.477	-0.101	
809	1.82	6.24	0	0.067	249	502	101.90	0.698	0.436	
810	1.82	6.50	0	0.061	237	512	93.44	0.459	0.015	
811	1.82	6.76	0	0.072	236	505	86.07	0.092	-0.978	
